LocationAbbr,LocationDesc,LocationID,Topic,TopicID,YearStart,YearEnd,StratificationCategoryID1,StratificationID1,Question,QuestionID,DataValueType,DataValueTypeID,DataValueUnit,LowConfidenceLimit,HighConfidenceLimit,DataValueAlt
AK,Alaska,2,Alcohol,ALC,2021,2021,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,7.6,9.9,8.7
AK,Alaska,2,Arthritis,ART,2011,2011,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,19.6,23.0,21.3
AK,Alaska,2,Arthritis,ART,2012,2012,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,20.9,24.2,22.5
AK,Alaska,2,Arthritis,ART,2013,2013,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,21.1,24.4,22.7
AK,Alaska,2,Arthritis,ART,2014,2014,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,20.4,23.5,21.9
AK,Alaska,2,Arthritis,ART,2015,2015,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,19.3,23.2,21.2
AK,Alaska,2,Arthritis,ART,2016,2016,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,21.5,26.4,23.9
AK,Alaska,2,Arthritis,ART,2017,2017,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,20.2,24.6,22.3
AK,Alaska,2,Arthritis,ART,2018,2018,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,21.5,25.6,23.5
AK,Alaska,2,Arthritis,ART,2019,2019,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,19.6,23.7,21.6
AK,Alaska,2,Arthritis,ART,2020,2020,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,19.7,23.5,21.6
AK,Alaska,2,Arthritis,ART,2021,2021,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,21.9,25.0,23.4
AK,Alaska,2,Asthma,AST,2011,2011,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.0,9.5,8.2
AK,Alaska,2,Asthma,AST,2012,2012,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.9,10.3,9.0
AK,Alaska,2,Asthma,AST,2013,2013,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.0,10.7,9.3
AK,Alaska,2,Asthma,AST,2014,2014,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.0,9.4,8.1
AK,Alaska,2,Asthma,AST,2015,2015,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.7,11.1,9.2
AK,Alaska,2,Asthma,AST,2016,2016,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.2,10.6,8.8
AK,Alaska,2,Asthma,AST,2017,2017,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,6.9,10.3,8.4
AK,Alaska,2,Asthma,AST,2018,2018,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.8,10.8,9.2
AK,Alaska,2,Asthma,AST,2019,2019,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.2,11.8,9.9
AK,Alaska,2,Asthma,AST,2020,2020,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.4,10.5,8.9
AK,Alaska,2,Asthma,AST,2021,2021,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.9,10.2,9.0
AK,Alaska,2,Chronic Kidney Disease,CKD,2011,2011,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.7,3.1,2.3
AK,Alaska,2,Chronic Kidney Disease,CKD,2012,2012,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.7,2.8,2.2
AK,Alaska,2,Chronic Kidney Disease,CKD,2013,2013,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.3,2.3,1.7
AK,Alaska,2,Chronic Kidney Disease,CKD,2014,2014,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.6,2.9,2.1
AK,Alaska,2,Chronic Kidney Disease,CKD,2015,2015,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.3,2.6,1.8
AK,Alaska,2,Chronic Kidney Disease,CKD,2016,2016,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.5,3.4,2.3
AK,Alaska,2,Chronic Kidney Disease,CKD,2017,2017,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.4,2.8,2.0
AK,Alaska,2,Chronic Kidney Disease,CKD,2018,2018,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.9,3.4,2.5
AK,Alaska,2,Chronic Kidney Disease,CKD,2019,2019,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.4,2.5,1.8
AK,Alaska,2,Chronic Kidney Disease,CKD,2020,2020,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.4,2.5,1.9
AK,Alaska,2,Chronic Kidney Disease,CKD,2021,2021,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.0,3.0,2.5
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2011,2011,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.3,6.3,5.2
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2012,2012,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.3,6.0,5.1
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2013,2013,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.6,6.6,5.5
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2014,2014,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,3.7,5.3,4.4
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2015,2015,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,3.2,5.1,4.0
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2016,2016,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.7,7.6,6.0
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2017,2017,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.3,7.3,5.6
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2018,2018,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.8,7.1,5.9
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2019,2019,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,3.7,5.6,4.6
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2020,2020,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,3.8,5.6,4.6
AK,Alaska,2,Chronic Obstructive Pulmonary Disease,COPD,2021,2021,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.9,6.6,5.7
AK,Alaska,2,Diabetes,DIA,2011,2011,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.6,9.4,7.9
AK,Alaska,2,Diabetes,DIA,2012,2012,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.0,8.1,7.0
AK,Alaska,2,Diabetes,DIA,2013,2013,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.1,8.2,7.1
AK,Alaska,2,Diabetes,DIA,2014,2014,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.5,8.5,7.4
AK,Alaska,2,Diabetes,DIA,2015,2015,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.4,9.2,7.6
AK,Alaska,2,Diabetes,DIA,2016,2016,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.1,9.0,7.5
AK,Alaska,2,Diabetes,DIA,2017,2017,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.2,8.9,7.5
AK,Alaska,2,Diabetes,DIA,2018,2018,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.4,10.3,8.8
AK,Alaska,2,Diabetes,DIA,2019,2019,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.2,8.5,7.3
AK,Alaska,2,Diabetes,DIA,2020,2020,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.5,9.0,7.6
AK,Alaska,2,Diabetes,DIA,2021,2021,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.3,9.5,8.3
AK,Alaska,2,Disability,DIS,2010,2010,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,36.0,42.4,39.2
AK,Alaska,2,Disability,DIS,2011,2011,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,39.5,45.5,42.5
AK,Alaska,2,Disability,DIS,2012,2012,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,37.7,42.5,40.1
AK,Alaska,2,Disability,DIS,2013,2013,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,37.0,42.4,39.7
AK,Alaska,2,Disability,DIS,2014,2014,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,38.7,43.5,41.1
AK,Alaska,2,Disability,DIS,2015,2015,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,37.2,42.0,39.6
AK,Alaska,2,Disability,DIS,2016,2016,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,36.6,42.6,39.6
AK,Alaska,2,Disability,DIS,2017,2017,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,36.3,41.1,38.7
AK,Alaska,2,Disability,DIS,2018,2018,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,34.6,40.2,37.4
AK,Alaska,2,Disability,DIS,2019,2019,OVERALL,OVR,disability among adults aged >= 65 years,DIS1_0,Crude Prevalence,CRDPREV,%,31.0,36.6,33.8
AK,Alaska,2,Mental Health,MTH,2011,2011,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,7.3,14.5,10.3
AK,Alaska,2,Mental Health,MTH,2012,2012,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,11.6,18.4,14.7
AK,Alaska,2,Mental Health,MTH,2013,2013,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,11.0,17.9,14.1
AK,Alaska,2,Mental Health,MTH,2014,2014,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,7.8,13.5,10.3
AK,Alaska,2,Mental Health,MTH,2015,2015,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,12.2,21.5,16.3
AK,Alaska,2,Mental Health,MTH,2016,2016,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,10.3,21.0,14.9
AK,Alaska,2,Mental Health,MTH,2017,2017,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,10.6,20.6,14.9
AK,Alaska,2,Mental Health,MTH,2018,2018,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,9.5,18.5,13.3
AK,Alaska,2,Mental Health,MTH,2019,2019,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,12.9,24.8,18.1
AK,Alaska,2,Mental Health,MTH,2020,2020,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,10.0,17.9,13.5
AK,Alaska,2,Mental Health,MTH,2021,2021,OVERALL,OVR,at least 14 recent mentally unhealthy days among women aged 18-44 years,MTH2_0,Crude Prevalence,CRDPREV,%,17.3,25.3,21.0
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2011,2011,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,20.2,24.0,22.0
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2011,2011,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,25.3,29.7,27.4
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2012,2012,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,16.9,20.1,18.5
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2012,2012,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,23.9,27.5,25.7
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2013,2013,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,20.5,24.2,22.3
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2013,2013,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,26.5,30.4,28.4
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2014,2014,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,17.5,20.9,19.2
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2014,2014,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,27.8,31.7,29.7
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2015,2015,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,19.7,24.4,22.0
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2015,2015,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,27.5,32.3,29.8
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2016,2016,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,16.6,21.9,19.1
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2016,2016,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,28.5,34.4,31.4
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2017,2017,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,18.4,23.1,20.7
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2017,2017,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,31.4,37.1,34.2
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2018,2018,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,17.5,21.9,19.6
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2018,2018,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,27.0,32.2,29.5
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2019,2019,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,19.2,24.3,21.7
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2019,2019,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,27.8,33.4,30.5
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,19.3,23.5,21.3
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,29.4,34.4,31.9
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,18.7,22.0,20.3
AK,Alaska,2,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,31.5,35.5,33.5
AK,Alaska,2,Older Adults,OLD,2010,2010,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,51.8
AK,Alaska,2,Older Adults,OLD,2011,2011,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,51.6
AK,Alaska,2,Older Adults,OLD,2012,2012,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,51.5
AK,Alaska,2,Older Adults,OLD,2013,2013,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,50.7
AK,Alaska,2,Older Adults,OLD,2014,2014,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,50.3
AK,Alaska,2,Older Adults,OLD,2015,2015,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,49.7
AK,Alaska,2,Older Adults,OLD,2016,2016,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,51.3
AK,Alaska,2,Older Adults,OLD,2017,2017,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,51.1
AK,Alaska,2,Older Adults,OLD,2018,2018,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,52.4
AK,Alaska,2,Tobacco,TOB,2011,2011,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.9,7.1,5.9
AK,Alaska,2,Tobacco,TOB,2012,2012,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,5.2,7.1,6.1
AK,Alaska,2,Tobacco,TOB,2013,2013,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,5.8,7.8,6.7
AK,Alaska,2,Tobacco,TOB,2014,2014,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.4,6.3,5.3
AK,Alaska,2,Tobacco,TOB,2015,2015,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,5.2,7.9,6.4
AK,Alaska,2,Tobacco,TOB,2016,2016,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.7,8.2,6.3
AK,Alaska,2,Tobacco,TOB,2017,2017,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,5.3,8.6,6.7
AK,Alaska,2,Tobacco,TOB,2018,2018,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.7,7.3,5.8
AK,Alaska,2,Tobacco,TOB,2019,2019,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,5.6,8.8,7.0
AK,Alaska,2,Tobacco,TOB,2020,2020,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,6.0,8.7,7.2
AK,Alaska,2,Tobacco,TOB,2021,2021,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,5.0,7.0,5.9
AL,Alabama,1,Alcohol,ALC,2011,2011,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.4,6.0,5.1
AL,Alabama,1,Alcohol,ALC,2012,2012,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.5,6.0,5.2
AL,Alabama,1,Alcohol,ALC,2013,2013,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,3.6,5.0,4.3
AL,Alabama,1,Alcohol,ALC,2014,2014,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,3.9,5.2,4.5
AL,Alabama,1,Alcohol,ALC,2015,2015,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.2,5.6,4.8
AL,Alabama,1,Alcohol,ALC,2016,2016,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.7,6.2,5.4
AL,Alabama,1,Alcohol,ALC,2017,2017,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,3.8,5.5,4.6
AL,Alabama,1,Alcohol,ALC,2018,2018,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.7,6.4,5.4
AL,Alabama,1,Alcohol,ALC,2019,2019,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.0,6.5,5.7
AL,Alabama,1,Alcohol,ALC,2020,2020,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.5,6.2,5.3
AL,Alabama,1,Alcohol,ALC,2021,2021,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.2,6.0,5.0
